"indicateur","region","Unit","Date","Value"
"Volume de production de l’ananas","SUD","tonne","2017","3354"
"Volume de production de l’ananas","SUD","tonne","2018","3350"
"Volume de production de l’ananas","SUD","tonne","2019","3390"
"Volume de production de l’ananas","SUD","tonne","2020","3869.9"
"Volume de production de l’ananas","OUEST","tonne","2016","1725.5"
"Volume de production de l’ananas","OUEST","tonne","2017","1863.5"
"Volume de production de l’ananas","OUEST","tonne","2018","2012.6"
"Volume de production de l’ananas","OUEST","tonne","2019","2100"
"Volume de production de l’ananas","OUEST","tonne","2020","2525"
"Volume de production de l’ananas","SUD-OUEST","tonne","2016","13941"
"Volume de production de l’ananas","SUD-OUEST","tonne","2017","13718"
"Volume de production de l’ananas","SUD-OUEST","tonne","2018","14678.3"
"Volume de production de l’ananas","SUD-OUEST","tonne","2019","14989"
"Volume de production de l’ananas","SUD-OUEST","tonne","2020","8576"
"Volume de production de la pastèque","ADAMAOUA","tonne","2016","48.2"
"Volume de production de la pastèque","ADAMAOUA","tonne","2017","205"
"Volume de production de la pastèque","ADAMAOUA","tonne","2018","366"
"Volume de production de la pastèque","ADAMAOUA","tonne","2019","897.9"
"Volume de production de la pastèque","ADAMAOUA","tonne","2020","947.8"
"Volume de production de la pastèque","CENTRE","tonne","2013","17920"
"Volume de production de la pastèque","CENTRE","tonne","2014","18255"
"Volume de production de la pastèque","CENTRE","tonne","2015","19228"
"Volume de production de la pastèque","CENTRE","tonne","2016","25431.8"
"Volume de production de la pastèque","CENTRE","tonne","2017","26878.3"
"Volume de production de la pastèque","CENTRE","tonne","2018","21014"
"Volume de production de la pastèque","CENTRE","tonne","2019","21771"
"Volume de production de la pastèque","CENTRE","tonne","2020","21694.4"
"Volume de production de la pastèque","EST","tonne","2013","1274"
"Volume de production de la pastèque","EST","tonne","2014","1298"
"Volume de production de la pastèque","EST","tonne","2015","1367"
"Volume de production de la pastèque","EST","tonne","2016","1738.9"
"Volume de production de la pastèque","EST","tonne","2017","1837.8"
"Volume de production de la pastèque","EST","tonne","2018","1942"
"Volume de production de la pastèque","EST","tonne","2019","2079.1"
"Volume de production de la pastèque","EST","tonne","2020","3125.6"
"Volume de production de la pastèque","EXTREME-NORD","tonne","2016","384.2"
"Volume de production de la pastèque","EXTREME-NORD","tonne","2017","469.3"
"Volume de production de la pastèque","EXTREME-NORD","tonne","2018","745"
"Volume de production de la pastèque","EXTREME-NORD","tonne","2019","7404"
"Volume de production de la pastèque","EXTREME-NORD","tonne","2020","6322.3"
"Volume de production de la pastèque","LITTORAL","tonne","2013","17560"
"Volume de production de la pastèque","LITTORAL","tonne","2014","17909"
"Volume de production de la pastèque","LITTORAL","tonne","2015","17969"
"Volume de production de la pastèque","LITTORAL","tonne","2016","3941.6"
"Volume de production de la pastèque","LITTORAL","tonne","2017","7750"
"Volume de production de la pastèque","LITTORAL","tonne","2018","7820"
"Volume de production de la pastèque","LITTORAL","tonne","2019","8100"
"Volume de production de la pastèque","LITTORAL","tonne","2020","4416"
"Volume de production de la pastèque","NORD","tonne","2016","469.5"
"Volume de production de la pastèque","NORD","tonne","2017","630.6"
"Volume de production de la pastèque","NORD","tonne","2018","775"
"Volume de production de la pastèque","NORD","tonne","2019","2149"
"Volume de production de la pastèque","NORD","tonne","2020","16134"
"Volume de production de la pastèque","NORD-OUEST","tonne","2013","1620"
"Volume de production de la pastèque","NORD-OUEST","tonne","2014","1650"
"Volume de production de la pastèque","NORD-OUEST","tonne","2015","1738"
"Volume de production de la pastèque","NORD-OUEST","tonne","2016","2187.9"
"Volume de production de la pastèque","NORD-OUEST","tonne","2017","299.7"
"Volume de production de la pastèque","NORD-OUEST","tonne","2018","2309"
"Volume de production de la pastèque","NORD-OUEST","tonne","2019","602"
"Volume de production de la pastèque","NORD-OUEST","tonne","2020","887"
"Volume de production de la pastèque","SUD","tonne","2013","32"
"Volume de production de la pastèque","SUD","tonne","2014","33"
"Volume de production de la pastèque","SUD","tonne","2015","35"
"Volume de production de la pastèque","SUD","tonne","2016","70.9"
"Volume de production de la pastèque","SUD","tonne","2017","72"
"Volume de production de la pastèque","SUD","tonne","2018","79"
"Volume de production de la pastèque","SUD","tonne","2019","77"
"Volume de production de la pastèque","SUD","tonne","2020","83"
"Volume de production de la pastèque","OUEST","tonne","2013","30905"
"Volume de production de la pastèque","OUEST","tonne","2014","31482"
"Volume de production de la pastèque","OUEST","tonne","2015","33160"
"Volume de production de la pastèque","OUEST","tonne","2016","43001.3"
"Volume de production de la pastèque","OUEST","tonne","2017","46666.3"
"Volume de production de la pastèque","OUEST","tonne","2018","53771.7"
"Volume de production de la pastèque","OUEST","tonne","2019","36070"
"Volume de production de la pastèque","OUEST","tonne","2020","40513"
"Volume de production de la pastèque","SUD-OUEST","tonne","2013","276"
"Volume de production de la pastèque","SUD-OUEST","tonne","2014","281"
"Volume de production de la pastèque","SUD-OUEST","tonne","2015","296"
"Volume de production de la pastèque","SUD-OUEST","tonne","2016","372.7"
"Volume de production de la pastèque","SUD-OUEST","tonne","2017","91"
"Volume de production de la pastèque","SUD-OUEST","tonne","2018","60"
"Volume de production de la pastèque","SUD-OUEST","tonne","2019","60"
"Volume de production de la pastèque","SUD-OUEST","tonne","2020","47.1"
"Volume de production du cacao","ADAMAOUA","tonne","2013","184.45"
"Volume de production du cacao","ADAMAOUA","tonne","2014","124.9"
"Volume de production du cacao","ADAMAOUA","tonne","2016","155.9"
"Volume de production du cacao","ADAMAOUA","tonne","2017","171.7"
"Volume de production du cacao","ADAMAOUA","tonne","2018","195"
"Volume de production du cacao","ADAMAOUA","tonne","2019","198"
"Volume de production du cacao","ADAMAOUA","tonne","2020","225"
"Volume de production du cacao","CENTRE","tonne","2013","164231"
"Volume de production du cacao","CENTRE","tonne","2014","170647"
"Volume de production du cacao","CENTRE","tonne","2015","181944"
"Volume de production du cacao","CENTRE","tonne","2016","151496.1"
"Volume de production du cacao","CENTRE","tonne","2017","146825.7"
"Volume de production du cacao","CENTRE","tonne","2018","154553.4"
"Volume de production du cacao","CENTRE","tonne","2019","159333.4"
"Volume de production du cacao","CENTRE","tonne","2020","158814.7"
"Volume de production du cacao","EST","tonne","2014","30005.1"
"Volume de production du cacao","EST","tonne","2015","32405.5"
"Volume de production du cacao","EST","tonne","2016","2917.7"
"Volume de production du cacao","EST","tonne","2017","4636.6"
"Volume de production du cacao","EST","tonne","2018","12200"
"Volume de production du cacao","EST","tonne","2019","11709"
"Volume de production du cacao","EST","tonne","2020","16049.8"
"Volume de production du cacao","LITTORAL","tonne","2013","18132"
"Volume de production du cacao","LITTORAL","tonne","2014","19269"
"Volume de production du cacao","LITTORAL","tonne","2015","21003"
"Volume de production du cacao","LITTORAL","tonne","2016","24034"
"Volume de production du cacao","LITTORAL","tonne","2017","20189"
"Volume de production du cacao","LITTORAL","tonne","2018","21300"
"Volume de production du cacao","LITTORAL","tonne","2019","25900"
"Volume de production du cacao","LITTORAL","tonne","2020","26800"
"Volume de production du cacao","NORD-OUEST","tonne","2014","47.1"
"Volume de production du cacao","NORD-OUEST","tonne","2015","67.2"
"Volume de production du cacao","NORD-OUEST","tonne","2016","213.4"
"Volume de production du cacao","NORD-OUEST","tonne","2017","172.4"
"Volume de production du cacao","NORD-OUEST","tonne","2018","180"
"Volume de production du cacao","NORD-OUEST","tonne","2019","190.5"
"Volume de production du cacao","NORD-OUEST","tonne","2020","120.5"
"Volume de production du cacao","SUD","tonne","2016","22000"
"Volume de production du cacao","SUD","tonne","2017","23635"
"Volume de production du cacao","SUD","tonne","2018","21417.9"
"Volume de production du cacao","SUD","tonne","2019","19947.9"
"Volume de production du cacao","SUD","tonne","2020","18950.5"
"Volume de production du cacao","OUEST","tonne","2013","9646"
"Volume de production du cacao","OUEST","tonne","2014","13320"
"Volume de production du cacao","OUEST","tonne","2015","12076.5"
"Volume de production du cacao","OUEST","tonne","2016","3161"
"Volume de production du cacao","OUEST","tonne","2017","8546.7"
"Volume de production du cacao","OUEST","tonne","2018","11538"
"Volume de production du cacao","OUEST","tonne","2019","11177"
"Volume de production du cacao","OUEST","tonne","2020","15116.5"
"Volume de production du cacao","SUD-OUEST","tonne","2013","150965"
"Volume de production du cacao","SUD-OUEST","tonne","2014","198860"
"Volume de production du cacao","SUD-OUEST","tonne","2016","140774.1"
"Volume de production du cacao","SUD-OUEST","tonne","2017","118070.7"
"Volume de production du cacao","SUD-OUEST","tonne","2018","96146"
"Volume de production du cacao","SUD-OUEST","tonne","2019","72799.4"
"Volume de production du cacao","SUD-OUEST","tonne","2020","74000"
"Volume de production de l’huile de palme","ADAMAOUA","tonne","2013","127.785"
"Volume de production de l’huile de palme","ADAMAOUA","tonne","2014","456.83"
"Volume de production de l’huile de palme","ADAMAOUA","tonne","2015","388"
"Volume de production de l’huile de palme","ADAMAOUA","tonne","2016","3016"
"Volume de production de l’huile de palme","ADAMAOUA","tonne","2017","2768"
"Volume de production de l’huile de palme","ADAMAOUA","tonne","2018","874.5"
"Volume de production de l’huile de palme","ADAMAOUA","tonne","2019","1120"
"Volume de production de l’huile de palme","ADAMAOUA","tonne","2020","785"
"Volume de production de l’huile de palme","CENTRE","tonne","2013","62301.9"
"Volume de production de l’huile de palme","CENTRE","tonne","2014","71032"
"Volume de production de l’huile de palme","CENTRE","tonne","2015","82206"
"Volume de production de l’huile de palme","CENTRE","tonne","2016","56509"
"Volume de production de l’huile de palme","CENTRE","tonne","2017","79039"
"Volume de production de l’huile de palme","CENTRE","tonne","2018","85857"
"Volume de production de l’huile de palme","CENTRE","tonne","2019","56968"
"Volume de production de l’huile de palme","CENTRE","tonne","2020","58362.9"
"Volume de production de l’huile de palme","EST","tonne","2013","7883"
"Volume de production de l’huile de palme","EST","tonne","2014","8197"
"Volume de production de l’huile de palme","EST","tonne","2015","8418"
"Volume de production de l’huile de palme","EST","tonne","2016","6911"
"Volume de production de l’huile de palme","EST","tonne","2017","9630"
"Volume de production de l’huile de palme","EST","tonne","2018","9500"
"Volume de production de l’huile de palme","EST","tonne","2019","9468"
"Volume de production de l’huile de palme","EST","tonne","2020","11859.5"
"Volume de production de l’huile de palme","LITTORAL","tonne","2013","83975"
"Volume de production de l’huile de palme","LITTORAL","tonne","2014","86089"
"Volume de production de l’huile de palme","LITTORAL","tonne","2015","91254"
"Volume de production de l’huile de palme","LITTORAL","tonne","2016","97322"
"Volume de production de l’huile de palme","LITTORAL","tonne","2017","102330"
"Volume de production de l’huile de palme","LITTORAL","tonne","2018","123000"
"Volume de production de l’huile de palme","LITTORAL","tonne","2019","160000"
"Volume de production de l’huile de palme","LITTORAL","tonne","2020","129028.2"
"Volume de production de l’huile de palme","NORD-OUEST","tonne","2013","37285"
"Volume de production de l’huile de palme","NORD-OUEST","tonne","2014","38774"
"Volume de production de l’huile de palme","NORD-OUEST","tonne","2015","39818"
"Volume de production de l’huile de palme","NORD-OUEST","tonne","2016","43313"
"Volume de production de l’huile de palme","NORD-OUEST","tonne","2017","48943"
"Volume de production de l’huile de palme","NORD-OUEST","tonne","2018","54229"
"Volume de production de l’huile de palme","NORD-OUEST","tonne","2019","32900"
"Volume de production de l’huile de palme","NORD-OUEST","tonne","2020","55703.2"
"Volume de production de l’huile de palme","SUD","tonne","2013","12351"
"Volume de production de l’huile de palme","SUD","tonne","2014","12845"
"Volume de production de l’huile de palme","SUD","tonne","2015","13190"
"Volume de production de l’huile de palme","SUD","tonne","2016","9622"
"Volume de production de l’huile de palme","SUD","tonne","2017","13075"
"Volume de production de l’huile de palme","SUD","tonne","2018","13075"
"Volume de production de l’huile de palme","SUD","tonne","2019","11806"
"Volume de production de l’huile de palme","SUD","tonne","2020","11694.4"
"Volume de production de l’huile de palme","OUEST","tonne","2013","5869"
"Volume de production de l’huile de palme","OUEST","tonne","2014","6103"
"Volume de production de l’huile de palme","OUEST","tonne","2015","6267"
"Volume de production de l’huile de palme","OUEST","tonne","2016","4628"
"Volume de production de l’huile de palme","OUEST","tonne","2017","4860"
"Volume de production de l’huile de palme","OUEST","tonne","2018","4850"
"Volume de production de l’huile de palme","OUEST","tonne","2019","3798"
"Volume de production de l’huile de palme","OUEST","tonne","2020","3798"
"Volume de production de l’huile de palme","SUD-OUEST","tonne","2013","114707"
"Volume de production de l’huile de palme","SUD-OUEST","tonne","2014","119289"
"Volume de production de l’huile de palme","SUD-OUEST","tonne","2015","122498"
"Volume de production de l’huile de palme","SUD-OUEST","tonne","2016","97452"
"Volume de production de l’huile de palme","SUD-OUEST","tonne","2017","101350"
"Volume de production de l’huile de palme","SUD-OUEST","tonne","2018","60810"
"Volume de production de l’huile de palme","SUD-OUEST","tonne","2019","60406"
"Volume de production de l’huile de palme","SUD-OUEST","tonne","2020","102233.7"
"Volume de production du café robusta","ADAMAOUA","tonne","2016","1771.3"
"Volume de production du café robusta","ADAMAOUA","tonne","2017","1780.3"
"Volume de production du café robusta","ADAMAOUA","tonne","2018","1792.6"
"Volume de production du café robusta","ADAMAOUA","tonne","2019","1771.1"
"Volume de production du café robusta","ADAMAOUA","tonne","2020","1816.6"
"Volume de production du café robusta","CENTRE","tonne","2016","951"
"Volume de production du café robusta","CENTRE","tonne","2017","822"
"Volume de production du café robusta","CENTRE","tonne","2018","813.7"
"Volume de production du café robusta","CENTRE","tonne","2019","842"
"Volume de production du café robusta","CENTRE","tonne","2020","422"
"Volume de production du café robusta","EST","tonne","2016","2407.1"
"Volume de production du café robusta","EST","tonne","2017","2411.3"
"Volume de production du café robusta","EST","tonne","2018","2405"
"Volume de production du café robusta","EST","tonne","2019","2403.4"
"Volume de production du café robusta","EST","tonne","2020","2423.9"
"Volume de production du café robusta","LITTORAL","tonne","2016","8600"
"Volume de production du café robusta","LITTORAL","tonne","2017","8084"
"Volume de production du café robusta","LITTORAL","tonne","2018","8000"
"Volume de production du café robusta","LITTORAL","tonne","2019","7900"
"Volume de production du café robusta","LITTORAL","tonne","2020","7500"
"Volume de production du café robusta","NORD-OUEST","tonne","2016","244"
"Volume de production du café robusta","NORD-OUEST","tonne","2017","250.3"
"Volume de production du café robusta","NORD-OUEST","tonne","2018","184"
"Volume de production du café robusta","NORD-OUEST","tonne","2019","210"
"Volume de production du café robusta","NORD-OUEST","tonne","2020","245.3"
"Volume de production du café robusta","OUEST","tonne","2016","13337.9"
"Volume de production du café robusta","OUEST","tonne","2017","14230.9"
"Volume de production du café robusta","OUEST","tonne","2018","17330.3"
"Volume de production du café robusta","OUEST","tonne","2019","16504"
"Volume de production du café robusta","OUEST","tonne","2020","13532.8"
"Volume de production du café robusta","SUD-OUEST","tonne","2016","4076.4"
"Volume de production du café robusta","SUD-OUEST","tonne","2017","4031"
"Volume de production du café robusta","SUD-OUEST","tonne","2018","4094"
"Volume de production du café robusta","SUD-OUEST","tonne","2019","4430.8"
"Volume de production du café robusta","SUD-OUEST","tonne","2020","3852.3"
"Volume de production du café arabica","ADAMAOUA","tonne","2016","369"
"Volume de production du café arabica","ADAMAOUA","tonne","2017","370.9"
"Volume de production du café arabica","ADAMAOUA","tonne","2018","373.4"
"Volume de production du café arabica","ADAMAOUA","tonne","2019","368.9"
"Volume de production du café arabica","ADAMAOUA","tonne","2020","378.4"
"Volume de production du café arabica","LITTORAL","tonne","2016","2168.5"
"Volume de production du café arabica","LITTORAL","tonne","2017","5254.1"
"Volume de production du café arabica","LITTORAL","tonne","2018","1793"
"Volume de production du café arabica","LITTORAL","tonne","2019","1375.1"
"Volume de production du café arabica","LITTORAL","tonne","2020","1163.5"
"Volume de production du café arabica","NORD-OUEST","tonne","2016","1669.7"
"Volume de production du café arabica","NORD-OUEST","tonne","2017","1430"
"Volume de production du café arabica","NORD-OUEST","tonne","2018","1440.9"
"Volume de production du café arabica","NORD-OUEST","tonne","2019","1343"
"Volume de production du café arabica","NORD-OUEST","tonne","2020","1251.7"
"Volume de production du café arabica","OUEST","tonne","2016","2740.1"
"Volume de production du café arabica","OUEST","tonne","2017","3187"
"Volume de production du café arabica","OUEST","tonne","2018","2917.7"
"Volume de production du café arabica","OUEST","tonne","2019","3724"
"Volume de production du café arabica","OUEST","tonne","2020","3739.4"
"Volume de production du café arabica","SUD-OUEST","tonne","2016","76.7"
"Volume de production du café arabica","SUD-OUEST","tonne","2017","65"
"Volume de production du café arabica","SUD-OUEST","tonne","2018","40"
"Volume de production du café arabica","SUD-OUEST","tonne","2019","35"
"Volume de production du café arabica","SUD-OUEST","tonne","2020","34"
"Volume de production de la banane douce","ADAMAOUA","tonne","2013","1399"
"Volume de production de la banane douce","ADAMAOUA","tonne","2014","1385"
"Volume de production de la banane douce","ADAMAOUA","tonne","2015","1404"
"Volume de production de la banane douce","ADAMAOUA","tonne","2016","1409.8"
"Volume de production de la banane douce","ADAMAOUA","tonne","2017","1407.1"
"Volume de production de la banane douce","ADAMAOUA","tonne","2018","1308.6"
"Volume de production de la banane douce","ADAMAOUA","tonne","2019","1262"
"Volume de production de la banane douce","ADAMAOUA","tonne","2020","1220.4"
"Volume de production de la banane douce","CENTRE","tonne","2013","402798"
"Volume de production de la banane douce","CENTRE","tonne","2014","429455"
"Volume de production de la banane douce","CENTRE","tonne","2015","430876"
"Volume de production de la banane douce","CENTRE","tonne","2016","394403.3"
"Volume de production de la banane douce","CENTRE","tonne","2017","393645.4"
"Volume de production de la banane douce","CENTRE","tonne","2018","395015"
"Volume de production de la banane douce","CENTRE","tonne","2019","387115"
"Volume de production de la banane douce","CENTRE","tonne","2020","375071.1"
"Volume de production de la banane douce","EST","tonne","2013","123221"
"Volume de production de la banane douce","EST","tonne","2014","83205"
"Volume de production de la banane douce","EST","tonne","2015","90694"
"Volume de production de la banane douce","EST","tonne","2016","163074.4"
"Volume de production de la banane douce","EST","tonne","2017","162761.1"
"Volume de production de la banane douce","EST","tonne","2018","164210"
"Volume de production de la banane douce","EST","tonne","2019","164210"
"Volume de production de la banane douce","EST","tonne","2020","161232.7"
"Volume de production de la banane douce","EXTREME-NORD","tonne","2016","11"
"Volume de production de la banane douce","EXTREME-NORD","tonne","2017","11"
"Volume de production de la banane douce","EXTREME-NORD","tonne","2018","11"
"Volume de production de la banane douce","EXTREME-NORD","tonne","2019","13"
"Volume de production de la banane douce","EXTREME-NORD","tonne","2020","16"
"Volume de production de la banane douce","LITTORAL","tonne","2013","207003"
"Volume de production de la banane douce","LITTORAL","tonne","2014","210934"
"Volume de production de la banane douce","LITTORAL","tonne","2015","215153"
"Volume de production de la banane douce","LITTORAL","tonne","2016","151696.4"
"Volume de production de la banane douce","LITTORAL","tonne","2017","151404.8"
"Volume de production de la banane douce","LITTORAL","tonne","2018","145651.4"
"Volume de production de la banane douce","LITTORAL","tonne","2019","195650"
"Volume de production de la banane douce","LITTORAL","tonne","2020","153297"
"Volume de production de la banane douce","NORD","tonne","2013","4230"
"Volume de production de la banane douce","NORD","tonne","2014","4230"
"Volume de production de la banane douce","NORD","tonne","2015","4230"
"Volume de production de la banane douce","NORD","tonne","2016","220.9"
"Volume de production de la banane douce","NORD","tonne","2017","329.1"
"Volume de production de la banane douce","NORD","tonne","2018","4117"
"Volume de production de la banane douce","NORD","tonne","2019","2040"
"Volume de production de la banane douce","NORD","tonne","2020","2342"
"Volume de production de la banane douce","NORD-OUEST","tonne","2013","43911"
"Volume de production de la banane douce","NORD-OUEST","tonne","2014","43467"
"Volume de production de la banane douce","NORD-OUEST","tonne","2015","44085"
"Volume de production de la banane douce","NORD-OUEST","tonne","2016","40201.8"
"Volume de production de la banane douce","NORD-OUEST","tonne","2017","35201"
"Volume de production de la banane douce","NORD-OUEST","tonne","2018","35200"
"Volume de production de la banane douce","NORD-OUEST","tonne","2019","30000"
"Volume de production de la banane douce","NORD-OUEST","tonne","2020","28892.8"
"Volume de production de la banane douce","SUD","tonne","2013","99471.8"
"Volume de production de la banane douce","SUD","tonne","2014","98467.4"
"Volume de production de la banane douce","SUD","tonne","2015","99866"
"Volume de production de la banane douce","SUD","tonne","2016","94805"
"Volume de production de la banane douce","SUD","tonne","2017","95095.2"
"Volume de production de la banane douce","SUD","tonne","2018","97095"
"Volume de production de la banane douce","SUD","tonne","2019","79618"
"Volume de production de la banane douce","SUD","tonne","2020","77045"
"Volume de production de la banane douce","OUEST","tonne","2013","65654"
"Volume de production de la banane douce","OUEST","tonne","2014","65654"
"Volume de production de la banane douce","OUEST","tonne","2015","65654"
"Volume de production de la banane douce","OUEST","tonne","2016","67072.8"
"Volume de production de la banane douce","OUEST","tonne","2017","74652"
"Volume de production de la banane douce","OUEST","tonne","2018","76683.5"
"Volume de production de la banane douce","OUEST","tonne","2019","86462"
"Volume de production de la banane douce","OUEST","tonne","2020","69630"
"Volume de production de la banane douce","SUD-OUEST","tonne","2013","130838"
"Volume de production de la banane douce","SUD-OUEST","tonne","2014","130838"
"Volume de production de la banane douce","SUD-OUEST","tonne","2015","130838"
"Volume de production de la banane douce","SUD-OUEST","tonne","2016","205583.4"
"Volume de production de la banane douce","SUD-OUEST","tonne","2017","132233.3"
"Volume de production de la banane douce","SUD-OUEST","tonne","2018","98071"
"Volume de production de la banane douce","SUD-OUEST","tonne","2019","70498"
"Volume de production de la banane douce","SUD-OUEST","tonne","2020","79428.1"
"Volume de production de la banane plantain","ADAMAOUA","tonne","2013","19232"
"Volume de production de la banane plantain","ADAMAOUA","tonne","2014","6952"
"Volume de production de la banane plantain","ADAMAOUA","tonne","2015","16377"
"Volume de production de la banane plantain","ADAMAOUA","tonne","2016","24560.3"
"Volume de production de la banane plantain","ADAMAOUA","tonne","2017","25126.1"
"Volume de production de la banane plantain","ADAMAOUA","tonne","2018","23367.3"
"Volume de production de la banane plantain","ADAMAOUA","tonne","2019","19198"
"Volume de production de la banane plantain","ADAMAOUA","tonne","2020","16134"
"Volume de production de la banane plantain","CENTRE","tonne","2013","1099063"
"Volume de production de la banane plantain","CENTRE","tonne","2014","1189795"
"Volume de production de la banane plantain","CENTRE","tonne","2015","1254840"
"Volume de production de la banane plantain","CENTRE","tonne","2016","1088061"
"Volume de production de la banane plantain","CENTRE","tonne","2017","1113127.9"
"Volume de production de la banane plantain","CENTRE","tonne","2018","1115354.1"
"Volume de production de la banane plantain","CENTRE","tonne","2019","1308586.1"
"Volume de production de la banane plantain","CENTRE","tonne","2020","1316618.7"
"Volume de production de la banane plantain","EST","tonne","2013","1018313"
"Volume de production de la banane plantain","EST","tonne","2014","1100388"
"Volume de production de la banane plantain","EST","tonne","2015","1155454"
"Volume de production de la banane plantain","EST","tonne","2016","1113397.5"
"Volume de production de la banane plantain","EST","tonne","2017","1139048"
"Volume de production de la banane plantain","EST","tonne","2018","1241390"
"Volume de production de la banane plantain","EST","tonne","2019","1123607"
"Volume de production de la banane plantain","EST","tonne","2020","1153568.3"
"Volume de production de la banane plantain","LITTORAL","tonne","2013","491310"
"Volume de production de la banane plantain","LITTORAL","tonne","2014","534990"
"Volume de production de la banane plantain","LITTORAL","tonne","2015","572439"
"Volume de production de la banane plantain","LITTORAL","tonne","2016","350085"
"Volume de production de la banane plantain","LITTORAL","tonne","2017","350900"
"Volume de production de la banane plantain","LITTORAL","tonne","2018","352000"
"Volume de production de la banane plantain","LITTORAL","tonne","2019","363000"
"Volume de production de la banane plantain","LITTORAL","tonne","2020","370000"
"Volume de production de la banane plantain","NORD-OUEST","tonne","2013","269520"
"Volume de production de la banane plantain","NORD-OUEST","tonne","2014","317355"
"Volume de production de la banane plantain","NORD-OUEST","tonne","2015","316577"
"Volume de production de la banane plantain","NORD-OUEST","tonne","2016","149924.5"
"Volume de production de la banane plantain","NORD-OUEST","tonne","2017","159924"
"Volume de production de la banane plantain","NORD-OUEST","tonne","2018","156044"
"Volume de production de la banane plantain","NORD-OUEST","tonne","2019","157604"
"Volume de production de la banane plantain","NORD-OUEST","tonne","2020","152876.3"
"Volume de production de la banane plantain","SUD","tonne","2013","863553"
"Volume de production de la banane plantain","SUD","tonne","2014","891586"
"Volume de production de la banane plantain","SUD","tonne","2015","914246"
"Volume de production de la banane plantain","SUD","tonne","2016","764730.2"
"Volume de production de la banane plantain","SUD","tonne","2017","782348"
"Volume de production de la banane plantain","SUD","tonne","2018","891620"
"Volume de production de la banane plantain","SUD","tonne","2019","838808"
"Volume de production de la banane plantain","SUD","tonne","2020","872120.1"
"Volume de production de la banane plantain","OUEST","tonne","2013","174529"
"Volume de production de la banane plantain","OUEST","tonne","2014","188352"
"Volume de production de la banane plantain","OUEST","tonne","2015","203435"
"Volume de production de la banane plantain","OUEST","tonne","2016","268047.4"
"Volume de production de la banane plantain","OUEST","tonne","2017","268047.4"
"Volume de production de la banane plantain","OUEST","tonne","2018","236665.5"
"Volume de production de la banane plantain","OUEST","tonne","2019","231345"
"Volume de production de la banane plantain","OUEST","tonne","2020","244243.1"
"Volume de production de la banane plantain","SUD-OUEST","tonne","2013","231171"
"Volume de production de la banane plantain","SUD-OUEST","tonne","2014","241647"
"Volume de production de la banane plantain","SUD-OUEST","tonne","2015","243977"
"Volume de production de la banane plantain","SUD-OUEST","tonne","2016","300536.7"
"Volume de production de la banane plantain","SUD-OUEST","tonne","2017","320536"
"Volume de production de la banane plantain","SUD-OUEST","tonne","2018","249426.1"
"Volume de production de la banane plantain","SUD-OUEST","tonne","2019","286840"
"Volume de production de la banane plantain","SUD-OUEST","tonne","2020","367724.5"
"Volume de production du Soja","ADAMAOUA","tonne","2013","822.67"
"Volume de production du Soja","ADAMAOUA","tonne","2014","2154.07"
"Volume de production du Soja","ADAMAOUA","tonne","2015","2124"
"Volume de production du Soja","ADAMAOUA","tonne","2016","1186.6"
"Volume de production du Soja","ADAMAOUA","tonne","2017","1625.2"
"Volume de production du Soja","ADAMAOUA","tonne","2018","1910.8"
"Volume de production du Soja","ADAMAOUA","tonne","2019","1770"
"Volume de production du Soja","ADAMAOUA","tonne","2020","1926"
"Volume de production du Soja","CENTRE","tonne","2013","1535"
"Volume de production du Soja","CENTRE","tonne","2014","1489"
"Volume de production du Soja","CENTRE","tonne","2015","1458"
"Volume de production du Soja","CENTRE","tonne","2016","5462.3"
"Volume de production du Soja","CENTRE","tonne","2017","6282"
"Volume de production du Soja","CENTRE","tonne","2018","7224.3"
"Volume de production du Soja","CENTRE","tonne","2019","8023.4"
"Volume de production du Soja","CENTRE","tonne","2020","8910.9"
"Volume de production du Soja","EST","tonne","2015","8374"
"Volume de production du Soja","EXTREME-NORD","tonne","2013","477.9"
"Volume de production du Soja","EXTREME-NORD","tonne","2014","490.9"
"Volume de production du Soja","EXTREME-NORD","tonne","2015","498.6"
"Volume de production du Soja","EXTREME-NORD","tonne","2016","1028.9"
"Volume de production du Soja","EXTREME-NORD","tonne","2017","1183.3"
"Volume de production du Soja","EXTREME-NORD","tonne","2018","2260.1"
"Volume de production du Soja","EXTREME-NORD","tonne","2019","30425"
"Volume de production du Soja","EXTREME-NORD","tonne","2020","42006.4"
"Volume de production du Soja","LITTORAL","tonne","2013","1903"
"Volume de production du Soja","LITTORAL","tonne","2014","1919"
"Volume de production du Soja","LITTORAL","tonne","2015","1920"
"Volume de production du Soja","LITTORAL","tonne","2016","5282.9"
"Volume de production du Soja","LITTORAL","tonne","2017","6075.6"
"Volume de production du Soja","LITTORAL","tonne","2018","6150"
"Volume de production du Soja","LITTORAL","tonne","2019","6753.9"
"Volume de production du Soja","LITTORAL","tonne","2020","7417.1"
"Volume de production du Soja","NORD","tonne","2013","441"
"Volume de production du Soja","NORD","tonne","2014","453"
"Volume de production du Soja","NORD","tonne","2015","460"
"Volume de production du Soja","NORD","tonne","2016","118239.4"
"Volume de production du Soja","NORD","tonne","2017","112323.2"
"Volume de production du Soja","NORD","tonne","2018","112553.7"
"Volume de production du Soja","NORD","tonne","2019","121047"
"Volume de production du Soja","NORD","tonne","2020","98394"
"Volume de production du Soja","NORD-OUEST","tonne","2013","1902.8"
