"indicateur","region","Unit","Date","Value"
"Volume de production du Soja","NORD-OUEST","tonne","2014","1954.6"
"Volume de production du Soja","NORD-OUEST","tonne","2015","1985.1"
"Volume de production du Soja","NORD-OUEST","tonne","2016","4222.4"
"Volume de production du Soja","NORD-OUEST","tonne","2017","4437.8"
"Volume de production du Soja","NORD-OUEST","tonne","2018","4664.1"
"Volume de production du Soja","NORD-OUEST","tonne","2019","4654"
"Volume de production du Soja","NORD-OUEST","tonne","2020","2196.3"
"Volume de production du Soja","SUD","tonne","2013","45"
"Volume de production du Soja","SUD","tonne","2014","47"
"Volume de production du Soja","SUD","tonne","2015","47"
"Volume de production du Soja","SUD","tonne","2016","142"
"Volume de production du Soja","SUD","tonne","2017","150"
"Volume de production du Soja","SUD","tonne","2018","155"
"Volume de production du Soja","SUD","tonne","2019","150"
"Volume de production du Soja","SUD","tonne","2020","162"
"Volume de production du Soja","OUEST","tonne","2013","4207"
"Volume de production du Soja","OUEST","tonne","2014","4322"
"Volume de production du Soja","OUEST","tonne","2015","4389"
"Volume de production du Soja","OUEST","tonne","2016","7041.1"
"Volume de production du Soja","OUEST","tonne","2017","7393.1"
"Volume de production du Soja","OUEST","tonne","2018","6432"
"Volume de production du Soja","OUEST","tonne","2019","3156"
"Volume de production du Soja","OUEST","tonne","2020","1277.2"
"Volume de production du Soja","SUD-OUEST","tonne","2013","142.1"
"Volume de production du Soja","SUD-OUEST","tonne","2014","146"
"Volume de production du Soja","SUD-OUEST","tonne","2015","148.3"
"Volume de production du Soja","SUD-OUEST","tonne","2016","328.7"
"Volume de production du Soja","SUD-OUEST","tonne","2017","340"
"Volume de production du Soja","SUD-OUEST","tonne","2018","352"
"Volume de production du Soja","SUD-OUEST","tonne","2019","350"
"Volume de production du Soja","SUD-OUEST","tonne","2020","376.7"
"Volume de production de l’arachide","ADAMAOUA","tonne","2013","14846"
"Volume de production de l’arachide","ADAMAOUA","tonne","2014","18781"
"Volume de production de l’arachide","ADAMAOUA","tonne","2015","13495"
"Volume de production de l’arachide","ADAMAOUA","tonne","2016","10868.9"
"Volume de production de l’arachide","ADAMAOUA","tonne","2017","11418.5"
"Volume de production de l’arachide","ADAMAOUA","tonne","2018","11655.7"
"Volume de production de l’arachide","ADAMAOUA","tonne","2019","13597"
"Volume de production de l’arachide","ADAMAOUA","tonne","2020","16054.3"
"Volume de production de l’arachide","CENTRE","tonne","2013","88071"
"Volume de production de l’arachide","CENTRE","tonne","2014","72922"
"Volume de production de l’arachide","CENTRE","tonne","2015","70572"
"Volume de production de l’arachide","CENTRE","tonne","2016","69397"
"Volume de production de l’arachide","CENTRE","tonne","2017","71327"
"Volume de production de l’arachide","CENTRE","tonne","2018","73000"
"Volume de production de l’arachide","CENTRE","tonne","2019","75519.1"
"Volume de production de l’arachide","CENTRE","tonne","2020","77776.6"
"Volume de production de l’arachide","EST","tonne","2013","111990"
"Volume de production de l’arachide","EST","tonne","2014","119138.1"
"Volume de production de l’arachide","EST","tonne","2015","134478"
"Volume de production de l’arachide","EST","tonne","2016","125862.3"
"Volume de production de l’arachide","EST","tonne","2017","134798.5"
"Volume de production de l’arachide","EST","tonne","2018","138962.6"
"Volume de production de l’arachide","EST","tonne","2019","134794"
"Volume de production de l’arachide","EST","tonne","2020","137408.6"
"Volume de production de l’arachide","EXTREME-NORD","tonne","2013","84422"
"Volume de production de l’arachide","EXTREME-NORD","tonne","2014","82659"
"Volume de production de l’arachide","EXTREME-NORD","tonne","2015","70857"
"Volume de production de l’arachide","EXTREME-NORD","tonne","2016","64675.5"
"Volume de production de l’arachide","EXTREME-NORD","tonne","2017","74298.5"
"Volume de production de l’arachide","EXTREME-NORD","tonne","2018","115963"
"Volume de production de l’arachide","EXTREME-NORD","tonne","2019","115297"
"Volume de production de l’arachide","EXTREME-NORD","tonne","2020","129402"
"Volume de production de l’arachide","LITTORAL","tonne","2013","5452"
"Volume de production de l’arachide","LITTORAL","tonne","2014","5495"
"Volume de production de l’arachide","LITTORAL","tonne","2015","5518"
"Volume de production de l’arachide","LITTORAL","tonne","2016","4309.1"
"Volume de production de l’arachide","LITTORAL","tonne","2017","4658.4"
"Volume de production de l’arachide","LITTORAL","tonne","2018","4937.9"
"Volume de production de l’arachide","LITTORAL","tonne","2019","5234"
"Volume de production de l’arachide","LITTORAL","tonne","2020","5433.9"
"Volume de production de l’arachide","NORD","tonne","2013","242097"
"Volume de production de l’arachide","NORD","tonne","2014","254201"
"Volume de production de l’arachide","NORD","tonne","2015","266912"
"Volume de production de l’arachide","NORD","tonne","2016","282173.6"
"Volume de production de l’arachide","NORD","tonne","2017","245798.9"
"Volume de production de l’arachide","NORD","tonne","2018","267213"
"Volume de production de l’arachide","NORD","tonne","2019","338874"
"Volume de production de l’arachide","NORD","tonne","2020","397073"
"Volume de production de l’arachide","NORD-OUEST","tonne","2013","7001.7"
"Volume de production de l’arachide","NORD-OUEST","tonne","2014","6370.8"
"Volume de production de l’arachide","NORD-OUEST","tonne","2015","1950.3"
"Volume de production de l’arachide","NORD-OUEST","tonne","2016","9154.6"
"Volume de production de l’arachide","NORD-OUEST","tonne","2017","15562.8"
"Volume de production de l’arachide","NORD-OUEST","tonne","2018","11983.4"
"Volume de production de l’arachide","NORD-OUEST","tonne","2019","5418"
"Volume de production de l’arachide","NORD-OUEST","tonne","2020","5159"
"Volume de production de l’arachide","SUD","tonne","2013","6835"
"Volume de production de l’arachide","SUD","tonne","2014","4134"
"Volume de production de l’arachide","SUD","tonne","2015","5365"
"Volume de production de l’arachide","SUD","tonne","2016","22000"
"Volume de production de l’arachide","SUD","tonne","2017","25930"
"Volume de production de l’arachide","SUD","tonne","2018","27601"
"Volume de production de l’arachide","SUD","tonne","2019","25047"
"Volume de production de l’arachide","SUD","tonne","2020","21805.4"
"Volume de production de l’arachide","OUEST","tonne","2013","42627"
"Volume de production de l’arachide","OUEST","tonne","2014","7998"
"Volume de production de l’arachide","OUEST","tonne","2015","32659"
"Volume de production de l’arachide","OUEST","tonne","2016","4128"
"Volume de production de l’arachide","OUEST","tonne","2017","4458.3"
"Volume de production de l’arachide","OUEST","tonne","2018","5082.4"
"Volume de production de l’arachide","OUEST","tonne","2019","8026"
"Volume de production de l’arachide","OUEST","tonne","2020","8384.5"
"Volume de production de l’arachide","SUD-OUEST","tonne","2013","6926"
"Volume de production de l’arachide","SUD-OUEST","tonne","2014","6926"
"Volume de production de l’arachide","SUD-OUEST","tonne","2015","6926"
"Volume de production de l’arachide","SUD-OUEST","tonne","2016","8534.8"
"Volume de production de l’arachide","SUD-OUEST","tonne","2017","7710"
"Volume de production de l’arachide","SUD-OUEST","tonne","2018","7728.7"
"Volume de production de l’arachide","SUD-OUEST","tonne","2019","4019"
"Volume de production de l’arachide","SUD-OUEST","tonne","2020","3135"
"Volume de production du niébé","ADAMAOUA","tonne","2013","350.06"
"Volume de production du niébé","ADAMAOUA","tonne","2014","355.26"
"Volume de production du niébé","ADAMAOUA","tonne","2015","178"
"Volume de production du niébé","ADAMAOUA","tonne","2016","394.7"
"Volume de production du niébé","ADAMAOUA","tonne","2017","301.9"
"Volume de production du niébé","ADAMAOUA","tonne","2018","136.65"
"Volume de production du niébé","ADAMAOUA","tonne","2019","430"
"Volume de production du niébé","ADAMAOUA","tonne","2020","471.7"
"Volume de production du niébé","CENTRE","tonne","2013","3100"
"Volume de production du niébé","CENTRE","tonne","2014","2802"
"Volume de production du niébé","CENTRE","tonne","2015","2740"
"Volume de production du niébé","CENTRE","tonne","2016","11989.2"
"Volume de production du niébé","CENTRE","tonne","2017","12965"
"Volume de production du niébé","CENTRE","tonne","2018","12446.4"
"Volume de production du niébé","CENTRE","tonne","2019","12829.1"
"Volume de production du niébé","CENTRE","tonne","2020","13223.6"
"Volume de production du niébé","EXTREME-NORD","tonne","2013","82286"
"Volume de production du niébé","EXTREME-NORD","tonne","2014","80550"
"Volume de production du niébé","EXTREME-NORD","tonne","2015","88298"
"Volume de production du niébé","EXTREME-NORD","tonne","2016","152279.7"
"Volume de production du niébé","EXTREME-NORD","tonne","2017","154673"
"Volume de production du niébé","EXTREME-NORD","tonne","2018","166206.9"
"Volume de production du niébé","EXTREME-NORD","tonne","2019","130758.6"
"Volume de production du niébé","EXTREME-NORD","tonne","2020","130629.8"
"Volume de production du niébé","LITTORAL","tonne","2013","1158"
"Volume de production du niébé","LITTORAL","tonne","2014","750"
"Volume de production du niébé","LITTORAL","tonne","2015","544"
"Volume de production du niébé","LITTORAL","tonne","2016","899.8"
"Volume de production du niébé","LITTORAL","tonne","2017","973.1"
"Volume de production du niébé","LITTORAL","tonne","2018","990"
"Volume de production du niébé","LITTORAL","tonne","2019","1030.1"
"Volume de production du niébé","LITTORAL","tonne","2020","1078"
"Volume de production du niébé","NORD","tonne","2013","52452"
"Volume de production du niébé","NORD","tonne","2014","53230"
"Volume de production du niébé","NORD","tonne","2015","55103"
"Volume de production du niébé","NORD","tonne","2016","28530.3"
"Volume de production du niébé","NORD","tonne","2017","24735.8"
"Volume de production du niébé","NORD","tonne","2018","57974"
"Volume de production du niébé","NORD","tonne","2019","75698"
"Volume de production du niébé","NORD","tonne","2020","56360"
"Volume de production du niébé","NORD-OUEST","tonne","2013","263.8"
"Volume de production du niébé","NORD-OUEST","tonne","2014","267.7"
"Volume de production du niébé","NORD-OUEST","tonne","2015","277.1"
"Volume de production du niébé","NORD-OUEST","tonne","2016","355.6"
"Volume de production du niébé","NORD-OUEST","tonne","2017","370"
"Volume de production du niébé","NORD-OUEST","tonne","2018","385"
"Volume de production du niébé","NORD-OUEST","tonne","2019","400.6"
"Volume de production du niébé","NORD-OUEST","tonne","2020","416.8"
"Volume de production du niébé","OUEST","tonne","2013","34.8"
"Volume de production du niébé","OUEST","tonne","2014","35.3"
"Volume de production du niébé","OUEST","tonne","2015","36.6"
"Volume de production du niébé","OUEST","tonne","2016","86.3"
"Volume de production du niébé","OUEST","tonne","2017","89"
"Volume de production du niébé","OUEST","tonne","2018","92"
"Volume de production du niébé","OUEST","tonne","2019","82"
"Volume de production du niébé","OUEST","tonne","2020","179.8"
"Volume de production du niébé","SUD-OUEST","tonne","2013","534.7"
"Volume de production du niébé","SUD-OUEST","tonne","2014","542.6"
"Volume de production du niébé","SUD-OUEST","tonne","2015","561.7"
"Volume de production du niébé","SUD-OUEST","tonne","2016","694.6"
"Volume de production du niébé","SUD-OUEST","tonne","2017","710"
"Volume de production du niébé","SUD-OUEST","tonne","2018","715"
"Volume de production du niébé","SUD-OUEST","tonne","2019","700"
"Volume de production du niébé","SUD-OUEST","tonne","2020","701.9"
"Volume de production du haricot","ADAMAOUA","tonne","2013","5952"
"Volume de production du haricot","ADAMAOUA","tonne","2014","6296"
"Volume de production du haricot","ADAMAOUA","tonne","2015","6785"
"Volume de production du haricot","ADAMAOUA","tonne","2016","4875"
"Volume de production du haricot","ADAMAOUA","tonne","2017","6424.5"
"Volume de production du haricot","ADAMAOUA","tonne","2018","3358.3"
"Volume de production du haricot","ADAMAOUA","tonne","2019","6259"
"Volume de production du haricot","ADAMAOUA","tonne","2020","8234"
"Volume de production du haricot","CENTRE","tonne","2013","3167"
"Volume de production du haricot","CENTRE","tonne","2014","3275"
"Volume de production du haricot","CENTRE","tonne","2015","3475"
"Volume de production du haricot","CENTRE","tonne","2016","2250"
"Volume de production du haricot","CENTRE","tonne","2017","1642"
"Volume de production du haricot","CENTRE","tonne","2018","1542"
"Volume de production du haricot","CENTRE","tonne","2019","1359.5"
"Volume de production du haricot","CENTRE","tonne","2020","1198.6"
"Volume de production du haricot","EST","tonne","2013","1169"
"Volume de production du haricot","EST","tonne","2014","1208"
"Volume de production du haricot","EST","tonne","2015","1282"
"Volume de production du haricot","EST","tonne","2016","1356.9"
"Volume de production du haricot","EST","tonne","2017","1428.5"
"Volume de production du haricot","EST","tonne","2018","1557.1"
"Volume de production du haricot","EST","tonne","2019","1850"
"Volume de production du haricot","EST","tonne","2020","1999.1"
"Volume de production du haricot","EXTREME-NORD","tonne","2013","41593"
"Volume de production du haricot","EXTREME-NORD","tonne","2014","43007"
"Volume de production du haricot","EXTREME-NORD","tonne","2015","45638"
"Volume de production du haricot","EXTREME-NORD","tonne","2016","49291.7"
"Volume de production du haricot","EXTREME-NORD","tonne","2017","51893"
"Volume de production du haricot","EXTREME-NORD","tonne","2018","52031"
"Volume de production du haricot","EXTREME-NORD","tonne","2019","52850.8"
"Volume de production du haricot","EXTREME-NORD","tonne","2020","53683.5"
"Volume de production du haricot","LITTORAL","tonne","2013","13179"
"Volume de production du haricot","LITTORAL","tonne","2014","13478"
"Volume de production du haricot","LITTORAL","tonne","2015","13789"
"Volume de production du haricot","LITTORAL","tonne","2016","15456.2"
"Volume de production du haricot","LITTORAL","tonne","2017","16272.1"
"Volume de production du haricot","LITTORAL","tonne","2018","14759.7"
"Volume de production du haricot","LITTORAL","tonne","2019","14900.4"
"Volume de production du haricot","LITTORAL","tonne","2020","13424"
"Volume de production du haricot","NORD","tonne","2013","16348"
"Volume de production du haricot","NORD","tonne","2014","16904"
"Volume de production du haricot","NORD","tonne","2015","17938"
"Volume de production du haricot","NORD","tonne","2016","19054.9"
"Volume de production du haricot","NORD","tonne","2017","19422.8"
"Volume de production du haricot","NORD","tonne","2018","20051"
"Volume de production du haricot","NORD","tonne","2019","20449.8"
"Volume de production du haricot","NORD","tonne","2020","20856.6"
"Volume de production du haricot","NORD-OUEST","tonne","2013","119535"
"Volume de production du haricot","NORD-OUEST","tonne","2014","123599"
"Volume de production du haricot","NORD-OUEST","tonne","2015","131161"
"Volume de production du haricot","NORD-OUEST","tonne","2016","142445"
"Volume de production du haricot","NORD-OUEST","tonne","2017","145293.9"
"Volume de production du haricot","NORD-OUEST","tonne","2018","138319.8"
"Volume de production du haricot","NORD-OUEST","tonne","2019","107518"
"Volume de production du haricot","NORD-OUEST","tonne","2020","105000"
"Volume de production du haricot","SUD","tonne","2013","590"
"Volume de production du haricot","SUD","tonne","2014","610"
"Volume de production du haricot","SUD","tonne","2015","648"
"Volume de production du haricot","SUD","tonne","2020","135"
"Volume de production du haricot","OUEST","tonne","2013","120248"
"Volume de production du haricot","OUEST","tonne","2014","124336"
"Volume de production du haricot","OUEST","tonne","2015","131943"
"Volume de production du haricot","OUEST","tonne","2016","143598.3"
"Volume de production du haricot","OUEST","tonne","2017","146470.3"
"Volume de production du haricot","OUEST","tonne","2018","149399.7"
"Volume de production du haricot","OUEST","tonne","2019","151911"
"Volume de production du haricot","OUEST","tonne","2020","154172.3"
"Volume de production du haricot","SUD-OUEST","tonne","2013","9242"
"Volume de production du haricot","SUD-OUEST","tonne","2014","9557"
"Volume de production du haricot","SUD-OUEST","tonne","2015","10141"
"Volume de production du haricot","SUD-OUEST","tonne","2016","10764.4"
"Volume de production du haricot","SUD-OUEST","tonne","2017","7212.1"
"Volume de production du haricot","SUD-OUEST","tonne","2018","4832.1"
"Volume de production du haricot","SUD-OUEST","tonne","2019","10339"
"Volume de production du haricot","SUD-OUEST","tonne","2020","10345"
"Volume de production du sésame","ADAMAOUA","tonne","2013","2800.4"
"Volume de production du sésame","ADAMAOUA","tonne","2014","3106.9"
"Volume de production du sésame","ADAMAOUA","tonne","2015","3378.7"
"Volume de production du sésame","ADAMAOUA","tonne","2016","3400.9"
"Volume de production du sésame","ADAMAOUA","tonne","2017","3673"
"Volume de production du sésame","ADAMAOUA","tonne","2018","3966.9"
"Volume de production du sésame","ADAMAOUA","tonne","2019","3400"
"Volume de production du sésame","ADAMAOUA","tonne","2020","3563.1"
"Volume de production du sésame","CENTRE","tonne","2013","2756"
"Volume de production du sésame","CENTRE","tonne","2014","2198"
"Volume de production du sésame","CENTRE","tonne","2015","2146"
"Volume de production du sésame","CENTRE","tonne","2016","7935.4"
"Volume de production du sésame","CENTRE","tonne","2017","8490.8"
"Volume de production du sésame","CENTRE","tonne","2018","9085.2"
"Volume de production du sésame","CENTRE","tonne","2019","9010"
"Volume de production du sésame","CENTRE","tonne","2020","9547.8"
"Volume de production du sésame","EST","tonne","2013","13436.5"
"Volume de production du sésame","EST","tonne","2014","12236"
"Volume de production du sésame","EST","tonne","2015","12970"
"Volume de production du sésame","EST","tonne","2016","14048.1"
"Volume de production du sésame","EST","tonne","2017","15916.5"
"Volume de production du sésame","EST","tonne","2018","18033.4"
"Volume de production du sésame","EST","tonne","2019","14000"
"Volume de production du sésame","EST","tonne","2020","14639"
"Volume de production du sésame","EXTREME-NORD","tonne","2013","20662"
"Volume de production du sésame","EXTREME-NORD","tonne","2014","22923"
"Volume de production du sésame","EXTREME-NORD","tonne","2015","24928"
"Volume de production du sésame","EXTREME-NORD","tonne","2016","25072.4"
"Volume de production du sésame","EXTREME-NORD","tonne","2017","25398.3"
"Volume de production du sésame","EXTREME-NORD","tonne","2018","25728.5"
"Volume de production du sésame","EXTREME-NORD","tonne","2019","23334"
"Volume de production du sésame","EXTREME-NORD","tonne","2020","24213.8"
"Volume de production du sésame","NORD","tonne","2013","7636"
"Volume de production du sésame","NORD","tonne","2014","8471"
"Volume de production du sésame","NORD","tonne","2015","9212"
"Volume de production du sésame","NORD","tonne","2016","9704.7"
"Volume de production du sésame","NORD","tonne","2017","11286.6"
"Volume de production du sésame","NORD","tonne","2018","13126.3"
"Volume de production du sésame","NORD","tonne","2019","13719"
"Volume de production du sésame","NORD","tonne","2020","14152"
"Volume de production du sésame","SUD","tonne","2013","3033.2"
"Volume de production du sésame","SUD","tonne","2014","3365.1"
"Volume de production du sésame","SUD","tonne","2015","3659.5"
"Volume de production du sésame","SUD","tonne","2016","3635.8"
"Volume de production du sésame","SUD","tonne","2017","4072.1"
"Volume de production du sésame","SUD","tonne","2018","4560.7"
"Volume de production du sésame","SUD","tonne","2019","4561"
"Volume de production du sésame","SUD","tonne","2020","4874.8"
"Volume de production du sésame","OUEST","tonne","2013","3886.9"
"Volume de production du sésame","OUEST","tonne","2014","4312.2"
"Volume de production du sésame","OUEST","tonne","2015","4689.5"
"Volume de production du sésame","OUEST","tonne","2016","4624.7"
"Volume de production du sésame","OUEST","tonne","2017","5179.7"
"Volume de production du sésame","OUEST","tonne","2018","5801.3"
"Volume de production du sésame","OUEST","tonne","2019","4625"
"Volume de production du sésame","OUEST","tonne","2020","4831.4"
"Volume de production du voandzou","ADAMAOUA","tonne","2016","0"
"Volume de production du voandzou","ADAMAOUA","tonne","2017","0"
"Volume de production du voandzou","ADAMAOUA","tonne","2018","0"
"Volume de production du voandzou","ADAMAOUA","tonne","2019","50"
"Volume de production du voandzou","ADAMAOUA","tonne","2020","57.2"
"Volume de production du voandzou","CENTRE","tonne","2013","847"
"Volume de production du voandzou","CENTRE","tonne","2014","709"
"Volume de production du voandzou","CENTRE","tonne","2015","709"
"Volume de production du voandzou","CENTRE","tonne","2016","1463.4"
"Volume de production du voandzou","CENTRE","tonne","2017","1482.4"
"Volume de production du voandzou","CENTRE","tonne","2018","1501.7"
"Volume de production du voandzou","CENTRE","tonne","2019","1493.8"
"Volume de production du voandzou","CENTRE","tonne","2020","1485.9"
"Volume de production du voandzou","EXTREME-NORD","tonne","2013","17803"
"Volume de production du voandzou","EXTREME-NORD","tonne","2014","4809"
"Volume de production du voandzou","EXTREME-NORD","tonne","2015","14365"
"Volume de production du voandzou","EXTREME-NORD","tonne","2016","17962"
"Volume de production du voandzou","EXTREME-NORD","tonne","2017","14484.6"
"Volume de production du voandzou","EXTREME-NORD","tonne","2018","27949"
"Volume de production du voandzou","EXTREME-NORD","tonne","2019","24649"
"Volume de production du voandzou","EXTREME-NORD","tonne","2020","24000"
"Volume de production du voandzou","LITTORAL","tonne","2013","705"
"Volume de production du voandzou","LITTORAL","tonne","2014","530"
"Volume de production du voandzou","LITTORAL","tonne","2015","386"
"Volume de production du voandzou","LITTORAL","tonne","2016","2876"
"Volume de production du voandzou","LITTORAL","tonne","2017","3008.3"
"Volume de production du voandzou","LITTORAL","tonne","2018","3146.7"
"Volume de production du voandzou","LITTORAL","tonne","2019","3159.1"
"Volume de production du voandzou","LITTORAL","tonne","2020","3171.6"
"Volume de production du voandzou","NORD","tonne","2013","1713"
"Volume de production du voandzou","NORD","tonne","2014","1771"
"Volume de production du voandzou","NORD","tonne","2015","2037"
"Volume de production du voandzou","NORD","tonne","2016","6059.7"
"Volume de production du voandzou","NORD","tonne","2017","4253"
"Volume de production du voandzou","NORD","tonne","2018","4717"
"Volume de production du voandzou","NORD","tonne","2019","3757"
"Volume de production du voandzou","NORD","tonne","2020","2383.5"
"Volume de production du voandzou","NORD-OUEST","tonne","2013","5687.5"
"Volume de production du voandzou","NORD-OUEST","tonne","2014","5880.4"
"Volume de production du voandzou","NORD-OUEST","tonne","2015","6763.1"
"Volume de production du voandzou","NORD-OUEST","tonne","2016","3935.5"
"Volume de production du voandzou","NORD-OUEST","tonne","2017","4057.5"
"Volume de production du voandzou","NORD-OUEST","tonne","2018","4183.3"
"Volume de production du voandzou","NORD-OUEST","tonne","2019","4200"
"Volume de production du voandzou","NORD-OUEST","tonne","2020","4198.9"
"Volume de production du voandzou","OUEST","tonne","2013","253.42"
"Volume de production du voandzou","OUEST","tonne","2014","275.8"
"Volume de production du voandzou","OUEST","tonne","2015","307.6"
"Volume de production du voandzou","OUEST","tonne","2016","431.6"
"Volume de production du voandzou","OUEST","tonne","2017","456.2"
"Volume de production du voandzou","OUEST","tonne","2018","482.2"
"Volume de production du voandzou","OUEST","tonne","2019","500"
"Volume de production du voandzou","OUEST","tonne","2020","505"
"Volume de production de la tomate","ADAMAOUA","tonne","2013","73916.3"
"Volume de production de la tomate","ADAMAOUA","tonne","2014","75690.4"
"Volume de production de la tomate","ADAMAOUA","tonne","2015","81352.9"
"Volume de production de la tomate","ADAMAOUA","tonne","2016","3374"
"Volume de production de la tomate","ADAMAOUA","tonne","2017","4035.2"
"Volume de production de la tomate","ADAMAOUA","tonne","2018","3012"
"Volume de production de la tomate","ADAMAOUA","tonne","2019","4542"
"Volume de production de la tomate","ADAMAOUA","tonne","2020","3689.8"
"Volume de production de la tomate","CENTRE","tonne","2013","167874"
"Volume de production de la tomate","CENTRE","tonne","2014","171903"
"Volume de production de la tomate","CENTRE","tonne","2015","184764"
"Volume de production de la tomate","CENTRE","tonne","2016","196450.1"
"Volume de production de la tomate","CENTRE","tonne","2017","190159.8"
"Volume de production de la tomate","CENTRE","tonne","2018","189579.6"
"Volume de production de la tomate","CENTRE","tonne","2019","175214"
"Volume de production de la tomate","CENTRE","tonne","2020","150000"
"Volume de production de la tomate","EST","tonne","2013","7247"
"Volume de production de la tomate","EST","tonne","2014","7308.4"
"Volume de production de la tomate","EST","tonne","2015","7893.1"
"Volume de production de la tomate","EST","tonne","2016","6641"
"Volume de production de la tomate","EST","tonne","2017","6983.5"
"Volume de production de la tomate","EST","tonne","2018","7241.9"
"Volume de production de la tomate","EST","tonne","2019","7002"
"Volume de production de la tomate","EST","tonne","2020","7309.3"
"Volume de production de la tomate","EXTREME-NORD","tonne","2013","1898.9"
"Volume de production de la tomate","EXTREME-NORD","tonne","2014","1944.4"
"Volume de production de la tomate","EXTREME-NORD","tonne","2015","2089.9"
"Volume de production de la tomate","EXTREME-NORD","tonne","2016","1754.7"
"Volume de production de la tomate","EXTREME-NORD","tonne","2017","1845.2"
"Volume de production de la tomate","EXTREME-NORD","tonne","2018","1900.5"
"Volume de production de la tomate","EXTREME-NORD","tonne","2019","2169"
"Volume de production de la tomate","EXTREME-NORD","tonne","2020","2520.8"
"Volume de production de la tomate","LITTORAL","tonne","2013","1360"
"Volume de production de la tomate","LITTORAL","tonne","2014","1456"
"Volume de production de la tomate","LITTORAL","tonne","2015","1501"
"Volume de production de la tomate","LITTORAL","tonne","2016","4569.3"
"Volume de production de la tomate","LITTORAL","tonne","2017","4805"
"Volume de production de la tomate","LITTORAL","tonne","2018","4837.7"
"Volume de production de la tomate","LITTORAL","tonne","2019","4978.9"
"Volume de production de la tomate","LITTORAL","tonne","2020","5360.6"
"Volume de production de la tomate","NORD","tonne","2016","573.7"
"Volume de production de la tomate","NORD","tonne","2017","2447"
"Volume de production de la tomate","NORD","tonne","2018","3663"
"Volume de production de la tomate","NORD","tonne","2019","3951"
"Volume de production de la tomate","NORD","tonne","2020","6211"
"Volume de production de la tomate","NORD-OUEST","tonne","2013","54033.4"
"Volume de production de la tomate","NORD-OUEST","tonne","2014","55330.2"
"Volume de production de la tomate","NORD-OUEST","tonne","2015","59469.5"
"Volume de production de la tomate","NORD-OUEST","tonne","2016","48497.7"
"Volume de production de la tomate","NORD-OUEST","tonne","2017","50115"
"Volume de production de la tomate","NORD-OUEST","tonne","2018","53488"
"Volume de production de la tomate","NORD-OUEST","tonne","2019","43488"
"Volume de production de la tomate","NORD-OUEST","tonne","2020","40000"
"Volume de production de la tomate","SUD","tonne","2013","10006.6"
"Volume de production de la tomate","SUD","tonne","2014","10246.8"
"Volume de production de la tomate","SUD","tonne","2015","11013.3"
"Volume de production de la tomate","SUD","tonne","2016","10985"
"Volume de production de la tomate","SUD","tonne","2017","11829.1"
"Volume de production de la tomate","SUD","tonne","2018","12893.7"
"Volume de production de la tomate","SUD","tonne","2019","9945"
"Volume de production de la tomate","SUD","tonne","2020","10772.3"
"Volume de production de la tomate","OUEST","tonne","2013","609277"
"Volume de production de la tomate","OUEST","tonne","2014","623899"
"Volume de production de la tomate","OUEST","tonne","2015","670574"
"Volume de production de la tomate","OUEST","tonne","2016","814955.2"
"Volume de production de la tomate","OUEST","tonne","2017","733459.7"
"Volume de production de la tomate","OUEST","tonne","2018","880151.7"
"Volume de production de la tomate","OUEST","tonne","2019","846464"
"Volume de production de la tomate","OUEST","tonne","2020","874131.9"
"Volume de production de la tomate","SUD-OUEST","tonne","2013","1766.2"
"Volume de production de la tomate","SUD-OUEST","tonne","2014","1808.6"
"Volume de production de la tomate","SUD-OUEST","tonne","2015","1943.9"
"Volume de production de la tomate","SUD-OUEST","tonne","2016","3689.1"
"Volume de production de la tomate","SUD-OUEST","tonne","2017","4077.3"
"Volume de production de la tomate","SUD-OUEST","tonne","2018","4062"
"Volume de production de la tomate","SUD-OUEST","tonne","2019","4000"
"Volume de production de la tomate","SUD-OUEST","tonne","2020","4604.2"
"Volume de production de l’oignon","ADAMAOUA","tonne","2013","726"
"Volume de production de l’oignon","ADAMAOUA","tonne","2014","724"
"Volume de production de l’oignon","ADAMAOUA","tonne","2015","848"
"Volume de production de l’oignon","ADAMAOUA","tonne","2016","783.1"
"Volume de production de l’oignon","ADAMAOUA","tonne","2017","834"
"Volume de production de l’oignon","ADAMAOUA","tonne","2018","888.3"
"Volume de production de l’oignon","ADAMAOUA","tonne","2019","889"
"Volume de production de l’oignon","ADAMAOUA","tonne","2020","906.5"
"Volume de production de l’oignon","CENTRE","tonne","2013","5702"
"Volume de production de l’oignon","CENTRE","tonne","2014","3600"
"Volume de production de l’oignon","CENTRE","tonne","2015","3840"
"Volume de production de l’oignon","CENTRE","tonne","2016","3960"
"Volume de production de l’oignon","CENTRE","tonne","2017","2240"
"Volume de production de l’oignon","CENTRE","tonne","2018","2524"
"Volume de production de l’oignon","CENTRE","tonne","2019","2381.6"
"Volume de production de l’oignon","CENTRE","tonne","2020","2247.2"
"Volume de production de l’oignon","EST","tonne","2013","285"
"Volume de production de l’oignon","EST","tonne","2014","284"
"Volume de production de l’oignon","EST","tonne","2015","333"
"Volume de production de l’oignon","EST","tonne","2016","559.2"
"Volume de production de l’oignon","EST","tonne","2017","595.6"
"Volume de production de l’oignon","EST","tonne","2018","602"
"Volume de production de l’oignon","EST","tonne","2019","624.8"
"Volume de production de l’oignon","EST","tonne","2020","648.5"
"Volume de production de l’oignon","EXTREME-NORD","tonne","2013","103202"
"Volume de production de l’oignon","EXTREME-NORD","tonne","2014","181639"
